id,wineType,fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality
1002,red,9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7
1003,red,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7
1004,red,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
1005,red,8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5
1006,red,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
1007,red,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7
1008,red,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7
1009,red,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7
1010,red,9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5
1011,red,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7
1012,red,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6
1013,red,7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5
1014,red,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6
1015,red,8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6
1016,red,10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6
1017,red,8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7
1018,red,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
1019,red,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
1020,red,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5
1021,red,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6
1022,red,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6
1023,red,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5
1024,red,8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6
1025,red,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7
1026,red,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6
1027,red,7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6
1028,red,6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5
1029,red,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6
1030,red,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7
1031,red,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7
1032,red,7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7
1033,red,8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5
1034,red,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6
1035,red,8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6
1036,red,10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7
1037,red,7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7
1038,red,7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5
1039,red,8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7
1040,red,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
1041,red,7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5
1042,red,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6
1043,red,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
1044,red,9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7
1045,red,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6
1046,red,6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6
1047,red,7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6
1048,red,9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6
1049,red,9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6
1050,red,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
1051,red,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
1052,red,11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6
1053,red,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8
1054,red,8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6
1055,red,10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6
1056,red,8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6
1057,red,7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6
1058,red,7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6
1059,red,8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6
1060,red,9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6
1061,red,10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6
1062,red,7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6
1063,red,8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6
1064,red,7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6
1065,red,7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6
1066,red,10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8
1067,red,7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6
1068,red,7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6
1069,red,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
1070,red,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
1071,red,8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6
1072,red,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
1073,red,6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6
1074,red,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
1075,red,8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6
1076,red,8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6
1077,red,10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6
1078,red,8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6
1079,red,7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6
1080,red,8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6
1081,red,5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6
1082,red,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
1083,red,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
1084,red,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
1085,red,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6
1086,red,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8
1087,red,6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6
1088,red,6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6
1089,red,10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6
1090,red,6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4
1091,red,5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6
1092,red,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6
1093,red,10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6
1094,red,9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6
1095,red,8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6
1096,red,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
1097,red,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
1098,red,8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6
1099,red,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6
1100,red,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6
1101,red,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6
1102,red,7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6
1103,red,8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6
1104,red,7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6
1105,red,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6
1106,red,10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,6
1107,red,6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6
1108,red,9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6
1109,red,6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6
1110,red,6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6
1111,red,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6
1112,red,6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6
1113,red,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6
1114,red,9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6
1115,red,6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4
1116,red,8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4
1117,red,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4
1118,red,6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4
1119,red,7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
1120,red,6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
1121,white,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
1122,white,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
1123,white,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
1124,white,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
1125,white,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
1126,white,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
1127,white,6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6
1128,white,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
1129,white,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
1130,white,8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6
1131,white,8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5
1132,white,8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,5
1133,white,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5
1134,white,6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7
1135,white,8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5
1136,white,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7
1137,white,6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6
1138,white,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
1139,white,7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6
1140,white,6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5
1141,white,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
1142,white,6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7
1143,white,6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8
1144,white,7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5
1145,white,6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,6
1146,white,7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6
1147,white,6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6
1148,white,7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6
1149,white,7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6
1150,white,7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7
1151,white,8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6
1152,white,8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6
1153,white,7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6
1154,white,6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,6
1155,white,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,5
1156,white,7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5
1157,white,6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,5
1158,white,7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6
1159,white,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
1160,white,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
1161,white,6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,6
1162,white,6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,6
1163,white,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6
1164,white,6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,6
1165,white,6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6
1166,white,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7
1167,white,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4
1168,white,6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,5
1169,white,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6
1170,white,6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,5
1171,white,7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6
1172,white,6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,7
1173,white,6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7
1174,white,6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6
1175,white,6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,6
1176,white,6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,6
1177,white,7.2,0.21,0.34,11.9,0.043,37,213,0.9962,3.09,0.5,9.6,6
1178,white,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
1179,white,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
1180,white,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6
1181,white,6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6
1182,white,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
1183,white,7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5
1184,white,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
1185,white,7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6
1186,white,6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,5
1187,white,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7
1188,white,6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,5
1189,white,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8
1190,white,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
1191,white,6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6
1192,white,6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5
1193,white,6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,5
1194,white,8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6
1195,white,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8
1196,white,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
1197,white,7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7
1198,white,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7
1199,white,7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5
1200,white,6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5
1201,white,6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6
1202,white,7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6
1203,white,7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5
1204,white,7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6
1205,white,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5
1206,white,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6
1207,white,7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6
1208,white,6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,6
1209,white,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5
1210,white,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6
1211,white,7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6
1212,white,6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,5
1213,white,6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7
1214,white,6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7
1215,white,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7
1216,white,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6
1217,white,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6
1218,white,8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7
1219,white,9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,4
1220,white,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6
1221,white,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5
1222,white,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5
1223,white,6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5
1224,white,7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5
1225,white,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5
1226,white,7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,6
1227,white,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5
1228,white,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6
1229,white,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6
1230,white,6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,5
1231,white,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6
1232,white,7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,5
1233,white,7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5
1234,white,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5
1235,white,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5
1236,white,5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,4
1237,white,6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,6
1238,white,7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6
1239,white,7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5
1240,white,7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2,5
1241,white,5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5
1242,white,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5
1243,white,7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,5
1244,white,6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6
1245,white,6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,6
1246,white,6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6
1247,white,7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,5
1248,white,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
1249,white,6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7
1250,white,6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,6
1251,white,5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5
1252,white,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
1253,white,6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5
1254,white,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5
1255,white,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5
1256,white,6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5
1257,white,8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7,6
1258,white,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5
1259,white,6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7
1260,white,8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6
1261,white,6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,5
1262,white,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5
1263,white,7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8,6
1264,white,8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6
1265,white,8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6
1266,white,6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,6
1267,white,5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6
1268,white,6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,4
1269,white,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7
1270,white,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6
1271,white,7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7
1272,white,7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6
1273,white,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6
1274,white,7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5
1275,white,8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,6
1276,white,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
1277,white,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
1278,white,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
1279,white,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8
1280,white,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8
1281,white,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
1282,white,6.4,0.22,0.56,14.5,0.055,27,159,0.998,2.98,0.4,9.1,5
1283,white,6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,5
1284,white,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
1285,white,6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,5
1286,white,7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5
1287,white,8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6
1288,white,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7
1289,white,7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,5
1290,white,9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5
1291,white,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6
1292,white,7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6
1293,white,7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,4
1294,white,6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7
1295,white,7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,5
1296,white,6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6
1297,white,7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4
